utilization.type,year,state,quarter,gennme,prodnme,strngth,mstfmds,suppression,totalRX
FFSU,2015,AL,3,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,AL,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,46
FFSU,2015,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2015,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,612
FFSU,2015,AL,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,250
FFSU,2015,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2015,AL,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2015,AL,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2015,AL,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2015,AL,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,40
FFSU,2015,AL,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,AL,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,3701
FFSU,2015,AL,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,200
FFSU,2015,AL,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,44
FFSU,2015,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE HYDROCHLORIDE,0.3 MG/1 ML,Solution,T,0
FFSU,2015,AL,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,AL,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,41
FFSU,2015,AL,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,37
FFSU,2015,AL,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,AL,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,23
FFSU,2015,AL,4,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
FFSU,2016,AL,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,688
FFSU,2016,AL,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,279
FFSU,2016,AL,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2016,AL,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,15
FFSU,2016,AL,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,32
FFSU,2016,AL,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2016,AL,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,4114
FFSU,2016,AL,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,223
FFSU,2016,AL,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,56
FFSU,2016,AL,1,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
FFSU,2016,AL,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,AL,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,40
FFSU,2016,AL,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,32
FFSU,2016,AL,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,AL,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,27
FFSU,2016,AL,1,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
FFSU,2016,AL,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2016,AL,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,602
FFSU,2016,AL,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,323
FFSU,2016,AL,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2016,AL,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,13
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,21
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,4152
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,242
FFSU,2016,AL,2,Buprenorphine Hydrochloride,BUPRENORPHINE HYDROCHLORIDE,0.3 MG/1 ML,Solution,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,40
FFSU,2016,AL,2,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
FFSU,2016,AL,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,14
FFSU,2016,AL,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,71
FFSU,2016,AL,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,31
FFSU,2016,AL,2,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,AL,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,31
FFSU,2016,AL,2,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
FFSU,2016,AL,2,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,T,0
FFSU,2016,AL,2,Buprenorphine,BELBUCA,75 MCG,Film,T,0
FFSU,2016,AL,2,Buprenorphine,BELBUCA,300 MCG,Film,T,0
FFSU,2016,AL,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,642
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,314
FFSU,2016,AL,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,16
FFSU,2016,AL,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,33
FFSU,2016,AL,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,4475
FFSU,2016,AL,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,232
FFSU,2016,AL,3,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,56
FFSU,2016,AL,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
FFSU,2016,AL,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,12
FFSU,2016,AL,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,65
FFSU,2016,AL,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,44
FFSU,2016,AL,3,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,AL,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,28
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,F,31
FFSU,2016,AL,3,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,T,0
FFSU,2016,AL,3,Buprenorphine,BELBUCA,75 MCG,Film,T,0
FFSU,2016,AL,3,Buprenorphine,BELBUCA,150 MCG,Film,T,0
FFSU,2016,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,12
FFSU,2016,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,674
FFSU,2016,AL,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,310
FFSU,2016,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2016,AL,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2016,AL,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,18
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,19
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,4670
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,254
FFSU,2016,AL,4,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,T,0
FFSU,2016,AL,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,T,0
